FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Width,Height,WidthToHeightRatio,WordCount,SymbolCount,SameyCount,BottomLineDistance,TopLineDistance,Label
image-065,1,1195,742,32,17,13,26,17,1.5294117647058822,1,2,0,1212,-26,Garbage
image-065,2,1098,42,31,84,12.041666666666668,727,47,15.46808510638298,17,121,0,1145,41,Paragraph
image-065,3,1068,45,361,145,12.709677419354838,394,16,24.625,4,31,0,1084,102,Paragraph
image-065,4,731,36,32,171,12.342723746390698,732,327,2.238532110091743,85,637,0,1058,128,Paragraph
image-065,5,700,80,46,511,12.254545454545454,674,18,37.44444444444444,6,55,0,718,468,Paragraph
image-065,6,486,38,32,542,12.004282210903602,730,201,3.6318407960199006,56,390,0,687,499,Paragraph
image-065,7,426,38,39,753,13.245283018867925,723,50,14.46,13,107,0,476,710,Paragraph
image-065,8,394,36,629,815,12.272727272727273,135,20,6.75,1,11,0,414,772,Paragraph
image-065,9,120,32,34,844,12.145384296650175,734,265,2.769811320754717,75,546,0,385,801,Paragraph
image-065,10,59,38,37,1118,12.790909090909091,725,52,13.942307692307692,18,111,0,111,1075,Paragraph
image-065,11,14,57,424,1196,9.666666666666666,319,19,16.789473684210527,8,33,0,33,1153,Garbage
image-066,0,1171,33,745,42,11,22,16,1.375,1,2,0,1115,-25,Garbage
image-066,1,1168,119,117,44,10.641509433962264,564,17,33.1764705882353,7,53,0,1113,-23,Garbage
image-066,2,1044,36,35,108,11.833626956644999,729,77,9.467532467532468,23,177,0,1049,41,Paragraph
image-066,3,982,36,39,196,12.600258971513135,725,51,14.215686274509803,14,105,0,961,129,Paragraph
image-066,4,525,34,30,257,12.856570888209056,736,447,1.6465324384787472,112,843,0,900,190,Paragraph
image-066,5,371,36,31,715,12.667752050533649,733,143,5.125874125874126,39,289,0,442,648,Paragraph
image-066,6,95,36,32,868,12.329632664593015,732,266,2.7518796992481205,69,530,0,289,801,Paragraph
image-066,7,38,100,88,1169,10.372881355932204,612,22,27.818181818181817,9,59,0,-12,1102,Garbage
image-067,0,1183,205,196,28,10.5,399,18,22.166666666666668,6,38,0,1201,-23,Garbage
image-067,1,1185,733,41,25,13,26,19,1.368421052631579,1,2,0,1204,-26,Garbage
image-067,2,661,36,33,87,12.488023557775392,731,481,1.5197505197505197,119,943,0,1142,36,Paragraph
image-067,3,538,38,33,581,12.67231638418079,729,110,6.627272727272727,29,232,0,648,530,Paragraph
image-067,4,510,42,681,704,11,77,15,5.133333333333334,1,7,0,525,653,Paragraph
image-067,5,414,37,35,762,12.088888888888889,728,53,13.735849056603774,12,106,0,467,711,Title
image-067,6,52,36,28,849,12.288843447008396,736,328,2.2439024390243905,92,657,0,380,798,Paragraph
image-067,7,24,64,713,1187,11.5,23,18,1.2777777777777777,1,2,0,42,1136,Garbage
image-068,0,1148,29,131,62,11.428571428571429,640,19,33.68421052631579,8,56,0,1167,-26,Garbage
image-068,1,1021,33,36,128,12.519753086419753,731,80,9.1375,28,176,0,1101,40,Paragraph
image-068,2,991,35,666,222,12.375,99,16,6.1875,1,8,0,1007,134,Paragraph
image-068,3,839,31,38,247,12.693616497116192,731,143,5.111888111888112,45,288,0,982,159,Paragraph
image-068,4,809,38,619,404,13,143,16,8.9375,2,11,0,825,316,Paragraph
image-068,5,623,29,35,430,12.484647095396426,736,176,4.181818181818182,58,351,0,799,342,Paragraph
image-068,6,412,32,36,612,12.537564101700738,732,205,3.5707317073170732,56,371,0,617,524,Paragraph
image-068,7,319,36,39,829,12.643747823058169,725,81,8.950617283950617,20,148,0,400,741,Paragraph
image-069,0,882,66,80,326,15.571428571428571,654,21,31.142857142857142,5,42,0,903,326,Title
image-069,1,836,199,202,374,14.777777777777779,399,19,21,2,27,0,855,374,Paragraph
image-069,2,795,126,132,414,10.84,542,20,27.1,6,50,0,815,414,Paragraph
image-069,3,167,37,29,463,12.243421853680516,734,599,1.2253756260434057,173,1190,0,766,463,Paragraph
image-069,4,89,76,61,1095,10.43188057652711,663,45,14.733333333333333,22,110,0,134,1095,Comment
image-069,5,64,37,704,1145,8.428571428571429,59,20,2.95,2,7,0,84,1145,Comment
image-069,6,38,76,231,1170,9.48076923076923,493,21,23.476190476190474,12,52,0,59,1170,Comment
image-070,0,1181,33,739,29,14,28,19,1.4736842105263157,1,2,0,1200,-27,Garbage
image-070,1,1179,121,121,33,10.528301886792454,558,17,32.8235294117647,7,53,0,1196,-23,Garbage
image-070,2,1113,37,35,97,11.741935483870968,728,19,38.31578947368421,11,62,0,1132,41,Paragraph
image-070,3,534,31,33,124,12.440106286089886,736,571,1.2889667250437828,149,1098,0,1105,68,Paragraph
image-070,4,348,30,33,706,12.325211176088368,737,175,4.211428571428572,45,325,0,523,650,Paragraph
image-070,5,166,28,40,888,12.572884041778737,732,175,4.182857142857143,44,338,0,341,832,Paragraph
image-070,6,45,29,41,1071,12.502089838667708,730,113,6.460176991150442,30,225,0,158,1015,Paragraph
image-071,0,1157,177,597,55,13,26,17,1.5294117647058822,1,2,0,1174,-26,Garbage
image-071,1,1156,183,174,56,10.547619047619047,443,17,26.058823529411764,5,42,0,1173,-25,Garbage
image-071,2,1152,742,29,54,14.5,29,23,1.2608695652173914,1,2,0,1175,-27,Garbage
image-071,3,936,44,26,117,12.446455033588885,730,176,4.1477272727272725,50,352,0,1112,36,Paragraph
image-071,4,724,38,31,306,12.310575008437931,731,199,3.6733668341708543,59,419,0,923,225,Paragraph
image-071,5,602,37,30,519,11.75796979282536,733,108,6.787037037037037,41,252,0,710,438,Paragraph
image-071,6,449,39,30,641,12.749307473013985,731,139,5.258992805755396,39,289,0,588,560,Paragraph
image-071,7,418,39,32,794,13.254545454545454,729,17,42.88235294117647,9,55,0,435,713,Paragraph
image-071,8,264,37,31,823,12.314482758620688,732,142,5.154929577464789,42,300,0,406,742,Paragraph
image-071,9,81,39,33,975,12.452423067262137,728,173,4.208092485549133,49,355,0,254,894,Paragraph
image-071,10,52,43,580,1161,11.8,177,16,11.0625,3,15,0,68,1080,Paragraph
image-072,0,819,64,71,365,15.041666666666668,665,45,14.777777777777779,7,51,0,767,365,Title
image-072,1,745,50,61,439,10.562003968253968,689,45,15.311111111111112,9,80,0,693,439,Paragraph
image-072,2,574,33,37,511,11.843472155965548,730,144,5.069444444444445,41,296,0,621,511,Paragraph
image-072,3,544,36,388,670,12.129032258064516,376,15,25.066666666666666,5,31,0,462,670,Paragraph
image-072,4,391,35,32,695,12.573789228382937,733,143,5.125874125874126,38,290,0,437,695,Paragraph
image-072,5,361,35,538,850,9.869565217391305,227,18,12.61111111111111,3,23,0,282,850,Paragraph
image-072,6,117,33,30,879,12.721644011850591,737,233,3.163090128755365,64,462,0,253,879,Paragraph
image-072,7,39,71,214,1143,10.19636752136752,515,47,10.957446808510639,20,98,0,-11,1143,Comment
image-073,0,1174,127,134,38,10.568627450980392,539,17,31.705882352941178,7,51,0,1191,-22,Garbage
image-073,1,1178,742,36,34,11,22,17,1.2941176470588236,1,2,0,1195,-26,Garbage
image-073,2,989,36,37,101,12.34569243828449,727,139,5.23021582733813,35,258,0,1128,41,Paragraph
image-073,3,897,34,31,246,12.92261904761905,735,86,8.546511627906977,30,123,0,983,186,Paragraph
image-073,4,836,39,39,339,12.942156862745097,722,54,13.37037037037037,14,82,0,890,279,Paragraph
image-073,5,716,34,34,403,12.489752226777625,732,110,6.654545454545454,33,233,0,826,343,Paragraph
image-073,6,654,38,313,528,12.0259009009009,449,47,9.553191489361701,12,74,0,701,468,Paragraph
image-073,7,471,37,33,584,12.423580962764726,730,174,4.195402298850575,56,351,0,645,524,Paragraph
image-073,8,228,36,33,766,12.252373679132887,731,235,3.1106382978723404,66,481,0,463,706,Paragraph
image-073,9,198,37,413,1014,12.068965517241379,350,17,20.58823529411765,4,29,0,215,954,Paragraph
image-073,10,46,37,36,1041,12.514988790243027,727,142,5.119718309859155,39,287,0,188,981,Paragraph
image-074,0,1173,29,745,36,13,26,20,1.3,1,2,0,1193,-26,Garbage
image-074,1,1173,115,125,39,10.566037735849056,560,17,32.94117647058823,7,53,0,1190,-23,Garbage
image-074,2,834,33,32,102,12.581932891311215,735,293,2.508532423208191,79,585,0,1127,40,Paragraph
image-074,3,804,38,298,408,12.210526315789474,464,17,27.294117647058822,5,38,0,821,346,Paragraph
image-074,4,650,29,34,432,12.917078827901397,737,147,5.01360544217687,39,283,0,797,370,Paragraph
image-074,5,619,34,654,593,12.444444444444445,112,17,6.588235294117647,1,9,0,636,531,Paragraph
image-074,6,559,28,41,620,12.421717171717173,731,50,14.62,17,110,0,609,558,Paragraph
image-074,7,502,71,36,707,10.661538461538461,693,20,34.65,17,65,0,522,645,Paragraph
image-074,8,449,88,531,761,10.647058823529411,181,19,9.526315789473685,3,17,0,468,699,Image
image-074,9,451,599,97,759,11.555555555555555,104,19,5.473684210526316,3,9,0,470,697,Image
image-074,10,427,100,635,788,13,65,14,4.642857142857143,2,5,0,441,726,Image
image-074,11,429,218,573,789,9,9,11,0.8181818181818182,1,1,0,440,727,Image
image-074,12,425,280,355,786,10.3125,165,18,9.166666666666666,4,16,0,443,724,Image
image-074,13,427,600,112,783,12.571428571428571,88,19,4.631578947368421,3,7,0,446,721,Image
image-074,14,350,29,49,835,10.432010135135135,722,44,16.40909090909091,17,102,0,394,773,Paragraph
image-074,15,304,87,288,907,10.119047619047619,425,18,23.61111111111111,8,42,0,322,845,Image
image-074,16,306,620,114,906,11,66,17,3.8823529411764706,2,6,0,323,844,Image
image-074,17,280,88,683,936,9.666666666666666,29,13,2.230769230769231,1,3,0,293,874,Image
image-074,18,254,89,685,961,8.666666666666666,26,14,1.8571428571428572,1,3,0,268,899,Image
image-074,19,280,163,628,938,9,9,11,0.8181818181818182,1,1,0,291,876,Image
image-074,20,254,164,627,964,9,9,11,0.8181818181818182,1,1,0,265,902,Image
image-074,21,254,224,447,933,10.647727272727273,129,42,3.0714285714285716,6,24,0,296,871,Image
image-074,22,282,400,391,936,9,9,11,0.8181818181818182,1,1,0,293,874,Image
image-074,23,256,402,391,963,7,7,10,0.7,1,1,0,266,901,Image
image-074,24,282,463,330,937,7,7,10,0.7,1,1,0,292,875,Image
image-074,25,255,616,120,931,10.933333333333332,64,43,1.4883720930232558,4,11,0,298,869,Image
image-074,26,229,87,685,985,9.333333333333334,28,15,1.8666666666666667,1,3,0,244,923,Image
image-074,27,230,163,628,988,9,9,11,0.8181818181818182,1,1,0,241,926,Image
image-074,28,228,223,125,982,11.024390243902438,452,19,23.789473684210527,9,41,0,247,920,Image
image-074,29,177,71,40,1031,10.936507936507937,689,21,32.80952380952381,15,63,0,198,969,Paragraph
image-074,30,108,87,564,1081,9.866666666666667,149,40,3.725,5,21,0,148,1019,Image
image-074,31,107,616,112,1077,11.8,72,45,1.6,4,12,0,152,1015,Image
image-074,32,34,31,39,1150,10.390625,730,45,16.22222222222222,15,81,0,79,1088,Paragraph
image-075,0,1174,133,125,37,11.061224489795919,542,18,30.11111111111111,6,49,0,1192,-25,Garbage
image-075,1,1173,741,30,34,14.5,29,22,1.3181818181818181,1,2,0,1195,-28,Garbage
image-075,2,1089,98,283,98,10.523809523809524,419,42,9.976190476190476,13,55,0,1131,36,Image
image-075,3,1062,97,674,151,9.666666666666666,29,16,1.8125,1,3,0,1078,89,Image
image-075,4,1064,172,619,154,9,9,11,0.8181818181818182,1,1,0,1075,92,Image
image-075,5,1065,252,539,154,9,9,10,0.9,1,1,0,1075,92,Image
image-075,6,1063,291,241,149,10.307692307692308,268,17,15.764705882352942,6,26,0,1080,87,Image
image-075,7,1114,623,111,95,9.75,66,20,3.3,3,9,0,1134,33,Image
image-075,8,1065,623,113,121,12.4,64,43,1.4883720930232558,4,11,0,1108,59,Image
image-075,9,1037,95,674,176,10.333333333333334,31,16,1.9375,1,3,0,1053,114,Image
image-075,10,1040,173,620,179,7,7,10,0.7,1,1,0,1050,117,Image
image-075,11,1038,269,387,173,13.090909090909092,144,18,8,4,11,0,1056,111,Image
image-075,12,1039,464,327,179,9,9,11,0.8181818181818182,1,1,0,1050,117,Image
image-075,13,1040,525,266,178,9,9,11,0.8181818181818182,1,1,0,1051,116,Image
image-075,14,1039,623,112,171,13,65,19,3.4210526315789473,2,5,0,1058,109,Image
image-075,15,965,39,34,221,10.68691159586682,727,43,16.906976744186046,18,133,0,1008,159,Paragraph
image-075,16,940,41,588,274,7.434782608695652,171,15,11.4,3,23,0,955,212,Paragraph
image-075,17,889,41,32,295,9.1395202020202,727,45,16.155555555555555,22,120,0,934,233,Paragraph
image-075,18,843,96,215,368,10.1875,489,18,27.166666666666668,7,48,0,861,306,Image
image-075,19,793,91,679,419,10,30,17,1.7647058823529411,1,3,0,810,357,Image
image-075,20,795,166,623,422,11,11,12,0.9166666666666666,1,1,0,807,360,Image
image-075,21,793,225,362,395,10.2625,213,41,5.195121951219512,6,29,0,834,333,Image
image-075,22,795,624,109,392,11.8,67,42,1.5952380952380953,4,12,0,837,330,Image
image-075,23,721,35,38,463,10.418253968253968,727,45,16.155555555555555,15,84,0,766,401,Paragraph
image-075,24,675,95,302,537,10.075,403,17,23.705882352941178,7,40,0,692,475,Image
image-075,25,627,93,680,561,8.666666666666668,27,41,0.6585365853658537,2,7,0,668,499,Image
image-075,26,574,92,676,613,10.333333333333332,32,42,0.7619047619047619,2,7,0,616,551,Image
image-075,27,653,170,623,567,7,7,9,0.7777777777777778,1,1,0,662,505,Image
image-075,28,627,169,622,591,9,9,11,0.8181818181818182,1,1,0,638,529,Image
image-075,29,602,171,622,617,7,7,10,0.7,1,1,0,612,555,Image
image-075,30,577,171,622,643,7,7,9,0.7777777777777778,1,1,0,586,581,Image
image-075,31,651,229,237,562,10.121212121212121,334,16,20.875,7,33,0,667,500,Image
image-075,32,627,254,535,590,11,11,12,0.9166666666666666,1,1,0,639,528,Image
image-075,33,602,255,536,615,9,9,12,0.75,1,1,0,614,553,Image
image-075,34,575,255,534,642,11,11,12,0.9166666666666666,1,1,0,587,580,Image
image-075,35,574,299,377,586,14.007575757575758,124,69,1.7971014492753623,12,29,0,643,524,Image
image-075,36,626,472,319,591,9,9,12,0.75,1,1,0,638,529,Image
image-075,37,602,471,320,616,9,9,11,0.8181818181818182,1,1,0,613,554,Image
image-075,38,576,471,320,643,9,9,10,0.9,1,1,0,586,581,Image
image-075,39,601,530,257,591,12,13,37,0.35135135135135137,2,3,0,638,529,Image
image-075,40,577,532,259,642,9,9,10,0.9,1,1,0,587,580,Image
image-075,41,576,615,109,535,11.993333333333332,76,118,0.6440677966101694,10,30,0,694,473,Image
image-075,42,372,33,38,684,12.236262228435981,729,173,4.213872832369942,56,357,0,545,622,Paragraph
image-075,43,342,36,705,870,11.8,59,17,3.4705882352941178,1,5,0,359,808,Paragraph
image-075,44,311,75,39,899,12.035087719298245,686,19,36.10526315789474,12,57,0,330,837,Paragraph
image-075,45,281,36,523,933,12.05,241,15,16.066666666666666,4,20,0,296,871,Paragraph
image-075,46,190,36,35,960,12.447270955165692,729,79,9.227848101265822,25,173,0,269,898,Paragraph
image-075,47,159,37,421,1054,11.793103448275861,342,16,21.375,4,29,0,175,992,Paragraph
image-075,48,97,36,49,1080,12.358980044345898,715,52,13.75,13,97,0,149,1018,Paragraph
image-075,49,36,31,40,1144,12.428728070175438,729,49,14.877551020408163,14,114,0,85,1082,Paragraph
image-076,0,1171,36,739,38,12.5,25,20,1.25,1,2,0,1191,-27,Garbage
image-076,1,1171,125,117,42,10.528301886792454,558,16,34.875,7,53,0,1187,-23,Garbage
image-076,2,1077,41,37,103,12.542582417582416,722,49,14.73469387755102,10,83,0,1126,38,Paragraph
image-076,3,1011,59,33,174,10.64516129032258,708,44,16.09090909090909,18,94,0,1055,109,Paragraph
image-076,4,976,103,344,238,9.805555555555555,353,15,23.533333333333335,5,36,0,991,173,Image
image-076,5,976,638,94,234,11.333333333333334,68,19,3.5789473684210527,2,6,0,995,169,Image
image-076,6,950,99,670,262,10.333333333333334,31,17,1.8235294117647058,1,3,0,967,197,Image
image-076,7,951,187,604,267,9,9,11,0.8181818181818182,1,1,0,962,202,Image
image-076,8,951,298,493,267,9,9,11,0.8181818181818182,1,1,0,962,202,Image
image-076,9,951,383,406,266,11,11,12,0.9166666666666666,1,1,0,963,201,Image
image-076,10,950,455,97,261,10.782608695652174,248,18,13.777777777777779,6,23,0,968,196,Image
image-076,11,863,39,36,296,10.60758764534006,725,70,10.357142857142858,24,149,0,933,231,Paragraph
image-076,12,828,101,191,384,10.36734693877551,508,17,29.88235294117647,7,49,0,845,319,Image
image-076,13,750,97,170,411,10.629891684136966,533,68,7.838235294117647,22,129,0,818,346,Image
image-076,14,803,638,96,409,11,66,17,3.8823529411764706,2,6,0,820,344,Image
image-076,15,753,637,97,458,13.2,66,18,3.6666666666666665,2,5,0,771,393,Image
image-076,16,652,37,31,507,10.57306425618387,732,70,10.457142857142857,29,205,0,722,442,Paragraph
image-076,17,541,95,165,594,10.2382250174703,540,94,5.74468085106383,24,140,0,635,529,Image
image-076,18,594,636,97,618,11.166666666666666,67,17,3.9411764705882355,2,6,0,611,553,Image
image-076,19,543,634,102,667,12.333333333333332,64,19,3.3684210526315788,2,5,0,562,602,Image
image-076,20,501,78,75,707,10.783333333333333,647,21,30.80952380952381,13,60,0,522,642,Paragraph
image-076,21,456,95,557,757,9.866666666666667,148,16,9.25,2,15,0,472,692,Image
image-076,22,457,638,95,753,11.166666666666666,67,19,3.526315789473684,2,6,0,476,688,Image
image-076,23,384,31,34,800,10.76977279263733,735,45,16.333333333333332,20,119,0,429,735,Paragraph
image-076,24,325,92,281,864,10.085034013605442,427,40,10.675,14,59,0,365,799,Image
image-076,25,350,633,102,861,10.833333333333334,65,18,3.611111111111111,2,6,0,368,796,Image
image-076,26,325,637,104,886,11.8,59,18,3.2777777777777777,2,5,0,343,821,Image
image-076,27,299,91,681,914,9.333333333333334,28,16,1.75,1,3,0,315,849,Image
image-076,28,300,179,612,919,9,9,10,0.9,1,1,0,310,854,Image
image-076,29,300,280,511,918,9,9,11,0.8181818181818182,1,1,0,311,853,Image
image-076,30,298,333,104,912,10.371428571428572,363,19,19.105263157894736,9,35,0,317,847,Image
image-076,31,274,90,686,941,8,24,14,1.7142857142857142,1,3,0,288,876,Image
image-076,32,275,180,613,943,7,7,11,0.6363636363636364,1,1,0,286,878,Image
image-076,33,276,281,512,943,7,7,10,0.7,1,1,0,286,878,Image
image-076,34,274,330,381,937,14.833333333333334,89,18,4.944444444444445,3,6,0,292,872,Image
image-076,35,275,453,340,943,7,7,11,0.6363636363636364,1,1,0,286,878,Image
image-076,36,275,513,280,943,7,7,11,0.6363636363636364,1,1,0,286,878,Image
image-076,37,275,573,220,943,7,7,11,0.6363636363636364,1,1,0,286,878,Image
image-076,38,273,637,102,938,12.2,61,18,3.388888888888889,2,5,0,291,873,Image
image-076,39,206,28,38,979,10.47012987012987,734,44,16.681818181818183,20,137,0,250,914,Paragraph
image-076,40,181,30,564,1033,10.3,206,15,13.733333333333333,3,20,0,196,968,Paragraph
image-076,41,122,88,338,1066,9.493693693693693,374,41,9.121951219512194,12,54,0,163,1001,Image
image-076,42,146,636,98,1065,11,66,18,3.6666666666666665,2,6,0,164,1000,Image
image-076,43,121,633,102,1090,13,65,18,3.611111111111111,2,5,0,139,1025,Image
image-076,44,40,29,39,1137,12.557210031347962,732,52,14.076923076923077,15,114,0,92,1072,Paragraph
image-077,0,1169,131,126,41,10.647058823529411,543,19,28.57894736842105,7,51,0,1188,-25,Garbage
image-077,1,1170,742,32,38,13,26,21,1.2380952380952381,1,2,0,1191,-28,Garbage
image-077,2,984,39,30,105,11.856549907829834,731,140,5.2214285714285715,42,270,0,1124,39,Paragraph
image-077,3,710,37,29,253,12.208054805126363,734,266,2.7593984962406015,77,540,0,976,187,Paragraph
image-077,4,679,38,504,533,12.285714285714286,258,17,15.176470588235293,2,21,0,696,467,Paragraph
image-077,5,286,35,36,560,12.65520421260651,729,383,1.9033942558746737,106,753,0,669,494,Paragraph
image-077,6,255,36,222,958,12.604651162790697,542,16,33.875,6,43,0,271,892,Paragraph
image-077,7,42,35,35,984,12.753237999200307,730,203,3.5960591133004924,57,400,0,245,918,Paragraph
image-078,0,1176,35,739,35,13,26,18,1.4444444444444444,1,2,0,1194,-27,Garbage
image-078,1,1174,122,117,38,10.584905660377359,561,17,33,7,53,0,1191,-24,Garbage
image-078,2,1109,39,36,102,12.719298245614034,725,18,40.27777777777778,8,57,0,1127,40,Paragraph
image-078,3,713,35,32,133,12.520833295118656,733,383,1.9138381201044385,102,768,0,1096,71,Paragraph
image-078,4,682,37,593,531,12.142857142857142,170,16,10.625,1,14,0,698,469,Paragraph
image-078,5,408,31,33,559,12.52974015832176,736,262,2.8091603053435112,71,523,0,670,497,Paragraph
image-078,6,309,30,46,848,10.886243386243386,724,72,10.055555555555555,27,177,0,381,786,Paragraph
image-078,7,265,71,193,946,10.509803921568627,536,18,29.77777777777778,8,51,0,283,884,Image
image-078,8,224,73,45,986,11,682,19,35.89473684210526,12,62,0,243,924,Image
image-078,9,198,30,679,1015,10.11111111111111,91,16,5.6875,1,9,0,214,953,Image
image-078,10,163,89,99,1048,10.736842105263158,612,18,34,11,57,0,181,986,Image
image-078,11,113,86,682,1098,10.666666666666666,32,18,1.7777777777777777,1,3,0,131,1036,Image
image-078,12,115,176,615,1103,9,9,11,0.8181818181818182,1,1,0,126,1041,Image
image-078,13,114,268,523,1103,9,9,12,0.75,1,1,0,126,1041,Image
image-078,14,112,319,336,1099,10.357142857142858,145,18,8.055555555555555,4,14,0,130,1037,Image
image-078,15,112,578,100,1074,10.545454545454547,122,43,2.8372093023255816,4,18,0,155,1012,Image
image-078,16,61,89,684,1152,9,27,16,1.6875,1,3,0,77,1090,Image
image-078,17,62,174,615,1155,11,11,12,0.9166666666666666,1,1,0,74,1093,Image
image-078,18,62,266,525,1155,9,9,12,0.75,1,1,0,74,1093,Image
image-078,19,61,318,325,1151,10.466666666666667,157,17,9.235294117647058,4,15,0,78,1089,Image
image-078,20,61,572,99,1127,9.961538461538462,129,41,3.1463414634146343,4,23,0,102,1065,Image
image-078,21,36,589,102,1178,9.909090909090908,109,15,7.266666666666667,1,11,0,51,1116,Image
image-079,0,1173,134,121,38,10.686274509803921,545,18,30.27777777777778,7,51,0,1191,-24,Garbage
image-079,1,1176,738,34,33,14,28,20,1.4,1,2,0,1196,-29,Garbage
image-079,2,1047,40,34,100,12.578731900283623,726,82,8.853658536585366,24,171,0,1129,38,Paragraph
image-079,3,1017,41,687,194,12,72,18,4,1,6,0,1035,132,Paragraph
image-079,4,986,78,32,222,13.26923076923077,690,21,32.857142857142854,6,52,0,1007,160,Paragraph
image-079,5,884,39,39,273,10.995020230314347,722,72,10.027777777777779,32,195,0,956,211,Paragraph
image-079,6,860,40,674,351,9.555555555555555,86,18,4.777777777777778,2,9,0,878,289,Paragraph
image-079,7,809,95,563,404,9.466666666666667,142,16,8.875,2,15,0,825,342,Image
image-079,8,809,629,97,400,12.333333333333334,74,20,3.7,2,6,0,829,338,Image
image-079,9,737,32,45,446,10.433333333333334,723,46,15.717391304347826,16,93,0,783,384,Paragraph
image-079,10,687,89,289,526,10.047619047619047,422,16,26.375,7,42,0,703,464,Image
image-079,11,688,631,103,522,11,66,19,3.473684210526316,2,6,0,707,460,Image
image-079,12,637,93,677,551,9.333333333333332,30,41,0.7317073170731707,2,7,0,678,489,Image
image-079,13,662,177,614,556,9,9,11,0.8181818181818182,1,1,0,673,494,Image
image-079,14,637,179,612,580,9,9,12,0.75,1,1,0,649,518,Image
image-079,15,638,270,521,580,9,9,11,0.8181818181818182,1,1,0,649,518,Image
image-079,16,662,307,427,549,16.5,66,18,3.6666666666666665,2,4,0,680,487,Image
image-079,17,663,422,367,554,11,11,12,0.9166666666666666,1,1,0,675,492,Image
image-079,18,662,482,307,555,11,11,12,0.9166666666666666,1,1,0,674,493,Image
image-079,19,661,630,105,548,13,65,20,3.25,2,5,0,681,486,Image
image-079,20,636,323,108,573,10.25,369,20,18.45,10,36,0,656,511,Image
image-079,21,555,38,47,623,12.210164835164836,715,51,14.019607843137255,14,109,0,606,561,Paragraph
image-079,22,462,36,35,685,12.542054179342315,729,82,8.890243902439025,27,173,0,544,623,Paragraph
image-079,23,466,738,36,745,13,26,18,1.4444444444444444,1,2,0,484,683,Garbage
image-079,24,373,29,38,776,12.623357963875206,733,80,9.1625,26,172,0,453,714,Paragraph
image-079,25,343,35,622,870,11.916666666666666,143,16,8.9375,1,12,0,359,808,Paragraph
image-079,26,221,34,37,896,12.643700159489633,729,112,6.508928571428571,31,229,0,333,834,Paragraph
image-079,27,191,37,444,1022,11.392857142857142,319,16,19.9375,5,28,0,207,960,Paragraph
image-079,28,36,37,36,1048,12.328608611693166,727,145,5.0137931034482754,38,293,0,181,986,Paragraph
image-080,0,1173,40,738,41,11,22,15,1.4666666666666666,1,2,0,1188,-25,Garbage
image-080,1,1170,124,116,41,10.566037735849056,560,18,31.11111111111111,7,53,0,1188,-25,Garbage
image-080,2,1075,40,30,105,12.75438596491228,730,49,14.89795918367347,16,115,0,1124,39,Paragraph
image-080,3,1045,39,349,167,12.875,412,17,24.235294117647058,4,32,0,1062,101,Paragraph
image-080,4,924,39,25,194,12.519347617524785,736,111,6.63063063063063,31,233,0,1035,128,Paragraph
image-080,5,893,39,392,320,12.724137931034482,369,16,23.0625,4,29,0,909,254,Paragraph
image-080,6,861,83,26,348,12.12280701754386,691,20,34.55,7,57,0,881,282,Paragraph
image-080,7,832,42,576,381,13,182,16,11.375,2,14,0,848,315,Paragraph
image-080,8,529,39,26,408,12.597479371214675,735,292,2.517123287671233,88,586,0,821,342,Paragraph
image-080,9,498,39,485,715,12,276,16,17.25,3,23,0,514,649,Paragraph
image-080,10,437,40,33,742,12.745117510758028,727,50,14.54,15,111,0,487,676,Paragraph
image-080,11,407,38,558,806,12.75,204,16,12.75,1,16,0,423,740,Paragraph
image-080,12,133,37,25,834,12.994702910911673,738,262,2.816793893129771,69,491,0,395,768,Paragraph
image-080,13,41,37,31,1106,12.683004280769081,732,82,8.926829268292684,22,171,0,123,1040,Paragraph
image-081,0,1192,131,130,20,10.568627450980392,539,17,31.705882352941178,7,51,0,1017,-23,Garbage
image-081,1,1194,743,33,16,12,24,19,1.263157894736842,1,2,0,1021,-27,Garbage
image-081,2,1066,44,34,84,12.564012365419465,722,79,9.139240506329115,22,129,0,953,41,Paragraph
image-081,3,763,38,33,174,12.260840501754119,729,292,2.4965753424657535,76,575,0,863,131,Paragraph
image-081,4,552,38,30,476,12.803394993089736,732,201,3.6417910447761193,55,399,0,561,433,Paragraph
image-081,5,522,43,656,692,11.222222222222221,101,15,6.733333333333333,1,9,0,345,649,Paragraph
image-081,6,217,38,30,719,12.663808704355253,732,293,2.4982935153583616,76,580,0,318,676,Paragraph
image-081,7,59,39,33,1048,10.398658605902265,728,122,5.967213114754099,50,323,0,-11,1005,Comment
image-081,8,17,69,420,1194,9.424242424242424,311,18,17.27777777777778,8,33,0,-157,1151,Garbage
image-082,0,1115,34,743,94,11.5,23,20,1.15,1,2,0,1135,-28,Garbage
image-082,1,1113,121,118,99,11.22,561,17,33,6,50,0,1130,-23,Garbage
image-082,2,1019,39,34,164,12.078216171158655,727,46,15.804347826086957,15,121,0,1065,42,Paragraph
image-082,3,990,39,511,223,11.904761904761905,250,16,15.625,2,21,0,1006,101,Paragraph
image-082,4,623,35,31,251,12.579680458497721,734,355,2.067605633802817,97,679,0,978,129,Paragraph
image-082,5,379,35,31,616,12.496030838163499,734,234,3.1367521367521367,64,469,0,613,494,Paragraph
image-082,6,349,37,421,863,11.4,342,17,20.11764705882353,5,30,0,366,741,Paragraph
