FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Width,Height,WidthToHeightRatio,Label
image-215,21,170,356,264,1041,10.588235294117649,180,18,10,Garbage
image-215,22,120,229,543,1066,13,28,43,0.6511627906976745,Garbage
image-215,23,121,630,128,1064,11.125,42,44,0.9545454545454546,Garbage
image-215,24,88,357,265,1124,10.470588235294118,178,17,10.470588235294118,Garbage
image-215,25,65,230,547,1147,11.5,23,17,1.3529411764705883,Garbage
image-215,26,40,230,547,1171,11.5,23,18,1.2777777777777777,Garbage
image-215,27,40,629,145,1145,12.5,26,44,0.5909090909090909,Garbage
image-216,0,1165,268,265,48,10.68,267,16,16.6875,Garbage
image-216,1,1169,735,29,42,12,36,18,2,Garbage
image-216,2,929,234,540,106,11.875,26,194,0.13402061855670103,Garbage
image-216,3,879,233,541,308,12.5,26,42,0.6190476190476191,Garbage
image-216,4,904,634,122,103,11.5,44,222,0.1981981981981982,Garbage
image-216,5,878,639,57,330,10.4,104,21,4.9523809523809526,Garbage
image-216,6,735,36,33,375,10.431746031746032,731,119,6.142857142857143,Garbage
image-216,7,710,39,550,504,10.047619047619047,211,15,14.066666666666666,Garbage
image-216,8,560,230,543,551,11.8,27,118,0.2288135593220339,Garbage
image-216,9,660,632,127,549,10.25,41,20,2.05,Garbage
image-216,10,559,631,126,574,11.375,43,96,0.4479166666666667,Garbage
image-216,11,528,286,190,684,9.818181818181818,324,17,19.058823529411764,Garbage
image-216,12,479,232,541,706,12.5,27,44,0.6136363636363636,Garbage
image-216,13,478,631,130,706,10.75,39,45,0.8666666666666667,Garbage
image-216,14,452,357,263,760,10.588235294117649,180,17,10.588235294117647,Garbage
image-216,15,300,229,541,783,12.833333333333334,30,146,0.2054794520547945,Garbage
image-216,16,377,631,128,810,11.625,41,42,0.9761904761904762,Garbage
image-216,17,350,630,129,860,10.25,41,19,2.1578947368421053,Garbage
image-216,18,301,630,145,885,12.5,25,43,0.5813953488372093,Garbage
image-216,19,274,277,180,937,9.8,343,18,19.055555555555557,Garbage
image-216,20,224,230,545,961,12.25,25,44,0.5681818181818182,Garbage
image-216,21,224,630,129,961,9.875,41,44,0.9318181818181818,Garbage
image-216,22,193,353,265,1018,10.705882352941176,182,18,10.11111111111111,Garbage
image-216,23,42,230,544,1042,11.833333333333334,26,145,0.1793103448275862,Garbage
image-216,24,170,631,146,1042,11.5,23,17,1.3529411764705883,Garbage
image-216,25,143,639,131,1068,10,30,18,1.6666666666666667,Garbage
image-216,26,93,630,130,1093,10.75,40,43,0.9302325581395349,Garbage
image-216,27,65,640,130,1143,10,30,21,1.4285714285714286,Garbage
image-216,28,41,630,147,1170,11.5,23,18,1.2777777777777777,Garbage
image-217,0,1170,32,737,42,10.333333333333334,31,17,1.8235294117647058,Garbage
image-217,1,1168,118,125,45,10.50943396226415,557,16,34.8125,Garbage
image-217,2,1086,234,541,101,11.5,25,42,0.5952380952380952,Garbage
image-217,3,1086,637,127,101,9.5,36,42,0.8571428571428571,Garbage
image-217,4,938,234,540,172,11.9,26,119,0.2184873949579832,Garbage
image-217,5,1057,289,182,154,9.969696969696969,329,18,18.27777777777778,Garbage
image-217,6,1040,645,142,172,13,13,17,0.7647058823529411,Garbage
image-217,7,1012,647,124,198,9.666666666666666,29,19,1.5263157894736843,Garbage
image-217,8,988,646,125,222,9.666666666666666,29,19,1.5263157894736843,Garbage
image-217,9,963,646,122,248,10.666666666666666,32,18,1.7777777777777777,Garbage
image-217,10,936,647,49,273,9.454545454545457,104,20,5.2,Garbage
image-217,11,867,38,31,312,12.52562893081761,731,50,14.62,Paragraph
image-217,12,837,39,557,373,12,204,19,10.736842105263158,Paragraph
image-217,13,774,36,33,404,12.09943865276664,731,51,14.333333333333334,Paragraph
image-217,14,136,36,30,465,12.39200315146013,734,628,1.1687898089171975,Paragraph
image-217,15,64,40,26,1119,11.647930922124468,734,46,15.956521739130435,Comment
image-217,16,40,40,537,1172,10.61904761904762,223,17,13.117647058823529,Garbage
image-218,0,1170,259,273,40,10.72,268,19,14.105263157894736,Garbage
image-218,1,1170,725,41,38,11.333333333333334,34,21,1.619047619047619,Garbage
image-218,2,923,28,36,102,12.39941617230711,736,204,3.607843137254902,Paragraph
image-218,3,497,29,34,319,12.215591838753816,737,413,1.784503631961259,Paragraph
image-218,4,467,38,37,746,12.5,725,16,45.3125,Paragraph
image-218,5,284,35,32,776,12.10153811949228,733,169,4.337278106508876,Paragraph
image-218,6,40,38,29,959,12.372230890831911,733,230,3.1869565217391305,Paragraph
image-219,0,1168,34,123,40,11.040880503144653,643,21,30.61904761904762,Garbage
image-219,1,1013,36,36,109,12.094348373797526,728,107,6.803738317757009,Paragraph
image-219,2,950,36,34,227,12.412280701754383,730,52,14.038461538461538,Paragraph
image-219,3,921,37,582,292,12.928571428571429,181,16,11.3125,Paragraph
image-219,4,890,78,40,321,13.115384615384617,682,18,37.888888888888886,Paragraph
image-219,5,311,28,33,349,12.60003350829118,739,569,1.2987697715289983,Paragraph
image-219,6,281,36,579,933,11.5625,185,15,12.333333333333334,Paragraph
image-219,7,97,28,36,960,12.549942284824937,736,172,4.27906976744186,Paragraph
image-219,8,41,90,419,1168,10.03448275862069,291,20,14.55,Comment
image-220,0,1167,275,258,41,10.68,267,21,12.714285714285714,Garbage
image-220,1,1166,738,26,42,12,36,21,1.7142857142857142,Garbage
image-220,2,1019,38,30,104,12.973234705546028,732,106,6.90566037735849,Paragraph
image-220,3,925,39,33,221,12.69387471703856,728,83,8.771084337349398,Paragraph
image-220,4,897,38,582,317,12,180,15,12,Paragraph
image-220,5,101,28,32,345,12.314973695847868,740,783,0.9450830140485313,Paragraph
image-220,6,43,27,41,1134,12.580582812964614,732,52,14.076923076923077,Paragraph
image-221,0,1170,32,122,39,11.430817610062894,646,20,32.3,Garbage
image-221,1,983,36,30,107,12.69513583650961,734,139,5.280575539568345,Paragraph
image-221,2,955,40,677,259,11.857142857142858,83,15,5.533333333333333,Paragraph
image-221,3,833,35,33,286,12.730521994351474,732,110,6.654545454545454,Paragraph
image-221,4,803,39,367,411,11.93939393939394,394,15,26.266666666666666,Paragraph
image-221,5,286,35,30,440,12.499512156913914,735,503,1.4612326043737573,Paragraph
image-221,6,164,39,29,957,12.644731980814106,732,108,6.777777777777778,Paragraph
image-221,7,134,39,30,1078,11.98360655737705,731,17,43,Paragraph
image-221,8,42,39,27,1109,12.399345822182577,734,78,9.41025641025641,Paragraph
image-222,0,1169,269,263,41,10.72,268,19,14.105263157894736,Garbage
image-222,1,1170,736,32,40,10.666666666666666,32,19,1.6842105263157894,Garbage
image-222,2,1106,40,29,107,12.389830508474576,731,16,45.6875,Paragraph
image-222,3,376,31,30,135,12.47599109971288,739,718,1.0292479108635098,Paragraph
image-222,4,345,36,499,863,11.521739130434783,265,21,12.619047619047619,Paragraph
image-222,5,224,37,35,894,12.751424501424502,728,111,6.558558558558558,Paragraph
image-222,6,72,33,38,1016,13.529372860255211,729,141,5.170212765957447,Paragraph
image-222,7,41,33,636,1172,13.1,131,16,8.1875,Paragraph
image-223,0,1174,35,734,38,10.333333333333334,31,17,1.8235294117647058,Garbage
image-223,1,1171,119,123,42,10.528301886792454,558,16,34.875,Garbage
image-223,2,1017,36,33,104,11.93763785394933,731,108,6.768518518518518,Paragraph
image-223,3,834,31,35,224,12.142150800498516,734,171,4.292397660818714,Paragraph
image-223,4,437,28,35,407,12.556272082092452,737,385,1.9142857142857144,Paragraph
image-223,5,163,28,36,805,12.555307353724755,736,261,2.8199233716475094,Paragraph
image-223,6,41,29,38,1077,12.319024776716468,733,111,6.603603603603603,Paragraph
image-224,0,1169,268,264,41,10.72,268,19,14.105263157894736,Garbage
image-224,1,1171,731,34,38,11.666666666666666,35,20,1.75,Garbage
image-224,2,373,31,32,107,12.34205745458735,737,749,0.9839786381842457,Paragraph
image-224,3,344,36,684,870,11.428571428571429,80,15,5.333333333333333,Paragraph
image-224,4,39,34,34,896,12.800384710256427,732,294,2.489795918367347,Paragraph
image-225,0,1166,36,728,42,12,36,21,1.7142857142857142,Garbage
image-225,1,1164,126,116,47,10.528301886792454,558,18,31,Garbage
image-225,2,1010,40,35,168,12.352216748768472,725,51,14.215686274509803,Paragraph
image-225,3,978,39,303,234,12.052631578947368,458,17,26.941176470588236,Paragraph
image-225,4,888,38,33,260,12.37419871794872,729,81,9,Paragraph
image-225,5,728,41,29,381,10.545227946250964,730,120,6.083333333333333,Comment
image-225,6,643,189,514,534,8.203703703703704,97,52,1.8653846153846154,Garbage
image-225,7,684,603,155,531,8.4,42,14,3,Garbage
image-225,8,643,573,124,553,8.337121212121213,103,33,3.121212121212121,Garbage
image-225,9,554,221,554,607,12,25,68,0.36764705882352944,Garbage
image-225,10,555,615,144,606,10.083333333333334,41,68,0.6029411764705882,Garbage
image-225,11,519,269,207,693,10.451612903225806,324,17,19.058823529411764,Garbage
image-225,12,492,376,344,720,8.88888888888889,80,17,4.705882352941177,Garbage
image-225,13,365,39,30,770,10.532309467665725,731,94,7.776595744680851,Comment
image-225,14,311,325,283,901,10.666666666666666,192,17,11.294117647058824,Garbage
image-225,15,281,220,557,930,11.5,23,18,1.2777777777777777,Garbage
image-225,16,103,218,556,955,12.214285714285714,26,171,0.15204678362573099,Garbage
image-225,17,104,613,147,930,11.59375,40,195,0.20512820512820512,Garbage
image-225,18,42,286,228,1145,10.443355119825709,286,42,6.809523809523809,Comment
image-226,0,1186,266,270,25,10.56,264,18,14.666666666666666,Garbage
image-226,1,1189,732,34,22,11.333333333333334,34,18,1.8888888888888888,Garbage
image-226,2,1077,39,36,86,10.472962112514352,725,66,10.984848484848484,Garbage
image-226,3,1033,335,279,180,10.941176470588236,186,16,11.625,Garbage
image-226,4,750,242,530,207,12.818181818181818,28,272,0.10294117647058823,Garbage
image-226,5,749,596,174,206,12.772727272727272,30,274,0.10948905109489052,Garbage
image-226,6,710,279,222,503,9.966666666666669,299,16,18.6875,Garbage
image-226,7,682,351,301,526,8.625,148,21,7.0476190476190474,Garbage
image-226,8,655,244,530,555,13,26,19,1.368421052631579,Garbage
image-226,9,630,598,54,557,11.566666666666666,148,42,3.5238095238095237,Garbage
image-226,10,588,339,281,625,10.588235294117649,180,16,11.25,Garbage
image-226,11,559,246,531,652,11.5,23,18,1.2777777777777777,Garbage
image-226,12,508,244,534,704,11,22,17,1.2941176470588236,Garbage
image-226,13,482,598,52,653,10.964529914529916,150,94,1.5957446808510638,Garbage
image-226,14,331,240,534,754,12.25,26,144,0.18055555555555555,Garbage
image-226,15,456,598,161,755,10.25,41,18,2.2777777777777777,Garbage
image-226,16,378,597,161,779,11.583333333333334,42,72,0.5833333333333334,Garbage
image-226,17,328,595,177,857,13.25,28,44,0.6363636363636364,Garbage
image-226,18,258,278,226,929,10.10344827586207,296,42,7.0476190476190474,Garbage
image-226,19,128,240,535,983,12.1,25,118,0.211864406779661,Garbage
image-226,20,125,594,178,984,13.3,28,120,0.23333333333333334,Title
image-226,21,89,275,220,1121,10.166666666666666,305,19,16.05263157894737,Garbage
image-226,22,63,381,340,1146,8.777777777777779,79,20,3.95,Garbage
image-226,23,22,64,419,1187,9.057142857142855,317,20,15.85,Comment
image-227,0,1171,35,732,40,11,33,18,1.8333333333333333,Garbage
image-227,1,1170,125,117,41,10.528301886792454,558,18,31,Garbage
image-227,2,1110,250,527,99,11.5,23,20,1.15,Garbage
image-227,3,1061,249,525,125,12,26,43,0.6046511627906976,Garbage
image-227,4,1109,604,173,102,11.5,23,18,1.2777777777777777,Garbage
image-227,5,1086,603,46,112,11.962962962962962,151,31,4.870967741935484,Garbage
image-227,6,1063,600,72,144,12.7,128,22,5.818181818181818,Paragraph
image-227,7,1034,343,278,178,10.529411764705882,179,17,10.529411764705882,Garbage
image-227,8,959,247,526,201,12.833333333333334,27,69,0.391304347826087,Garbage
image-227,9,934,247,529,279,12,24,16,1.5,Garbage
image-227,10,998,603,46,202,11.13888888888889,151,29,5.206896551724138,Garbage
image-227,11,933,599,31,225,12.296875,170,71,2.3943661971830985,Garbage
image-227,12,906,667,62,309,10.142857142857142,71,14,5.071428571428571,Garbage
image-227,13,882,670,80,334,10,50,13,3.8461538461538463,Garbage
image-227,14,833,248,527,354,12.5,25,42,0.5952380952380952,Garbage
image-227,15,781,245,527,402,13,28,46,0.6086956521739131,Garbage
image-227,16,781,600,156,354,12.1875,44,94,0.46808510638297873,Garbage
image-227,17,755,280,216,459,9.806451612903226,304,15,20.266666666666666,Garbage
image-227,18,727,389,331,483,8.88888888888889,80,19,4.2105263157894735,Garbage
image-227,19,705,246,527,506,13.5,27,18,1.5,Garbage
image-227,20,679,246,529,530,12.5,25,20,1.25,Garbage
image-227,21,655,248,528,556,12,24,18,1.3333333333333333,Garbage
image-227,22,693,604,47,507,11.52777777777778,149,29,5.137931034482759,Garbage
image-227,23,654,600,75,530,11.966666666666669,125,45,2.7777777777777777,Garbage
image-227,24,627,341,279,585,10.588235294117649,180,17,10.588235294117647,Garbage
image-227,25,603,247,528,608,12.5,25,18,1.3888888888888888,Garbage
image-227,26,602,605,52,608,11,143,19,7.526315789473684,Garbage
image-227,27,553,246,529,658,12.5,25,18,1.3888888888888888,Garbage
image-227,28,501,605,35,639,10.676984126984127,160,89,1.797752808988764,Garbage
image-227,29,449,246,529,735,12,25,45,0.5555555555555556,Garbage
image-227,30,476,601,176,737,11.5,23,16,1.4375,Garbage
image-227,31,450,603,158,760,9.75,39,19,2.0526315789473686,Garbage
image-227,32,426,247,529,784,12,24,19,1.263157894736842,Garbage
image-227,33,425,599,160,786,10.25,41,18,2.2777777777777777,Garbage
image-227,34,398,278,219,813,10.1,303,18,16.833333333333332,Garbage
image-227,35,372,357,301,839,8.875,142,18,7.888888888888889,Garbage
image-227,36,266,34,35,869,10.454934238556886,731,94,7.776595744680851,Comment
image-227,37,89,245,529,991,12.416666666666666,26,149,0.174496644295302,Garbage
image-227,38,40,246,529,1145,12.5,25,44,0.5681818181818182,Garbage
image-227,39,236,343,278,976,10.529411764705882,179,17,10.529411764705882,Garbage
image-227,40,66,599,157,993,12.214285714285714,44,170,0.25882352941176473,Garbage
image-227,41,38,605,97,1173,9.8,98,18,5.444444444444445,Comment
image-228,0,1180,266,270,31,10.56,264,18,14.666666666666666,Garbage
image-228,1,1184,730,34,26,12,36,19,1.894736842105263,Garbage
image-228,2,905,39,36,93,12.157869470287764,725,231,3.1385281385281387,Paragraph
image-228,3,599,35,33,336,12.424896587562236,732,294,2.489795918367347,Paragraph
image-228,4,570,39,360,644,12.151515151515152,401,15,26.733333333333334,Paragraph
image-228,5,539,77,476,671,11.761904761904765,247,19,13,Paragraph
image-228,6,406,36,34,728,10.501422713796746,730,95,7.684210526315789,Garbage
image-228,7,383,36,698,833,11,66,13,5.076923076923077,Paragraph
image-228,8,355,77,39,854,10.6875,684,20,34.2,Garbage
image-228,9,331,37,142,883,10.52542372881356,621,15,41.4,Comment
image-228,10,255,213,517,941,8.625,70,33,2.121212121212121,Garbage
image-228,11,235,196,503,979,8.416666666666666,101,15,6.733333333333333,Garbage
image-228,12,276,586,169,942,9,45,11,4.090909090909091,Garbage
image-228,13,234,557,140,962,8.473484848484848,103,33,3.121212121212121,Garbage
image-228,14,166,245,527,1018,13.25,28,45,0.6222222222222222,Garbage
image-228,15,188,599,175,1019,13,26,22,1.1818181818181819,Garbage
image-228,16,164,599,175,1043,13,26,22,1.1818181818181819,Garbage
image-228,17,118,278,220,1092,10.066666666666666,302,19,15.894736842105264,Garbage
image-228,18,91,361,310,1120,9.214285714285714,129,18,7.166666666666667,Garbage
image-228,19,54,247,529,1157,12,24,18,1.3333333333333333,Garbage
image-228,20,52,598,173,1157,14.5,29,20,1.45,Garbage
image-228,21,27,66,701,1183,11,33,19,1.736842105263158,Comment
image-229,0,1177,29,735,35,12,36,17,2.1176470588235294,Garbage
image-229,1,1175,115,127,38,10.528301886792454,558,16,34.875,Garbage
image-229,2,1114,339,281,97,10.588235294117649,180,18,10,Garbage
image-229,3,1015,241,531,119,13.25,28,95,0.29473684210526313,Garbage
image-229,4,1016,597,177,119,12.5,26,94,0.2765957446808511,Garbage
image-229,5,989,275,223,223,10.066666666666666,302,17,17.764705882352942,Garbage
image-229,6,960,358,312,250,9.285714285714286,130,19,6.842105263157895,Garbage
image-229,7,855,31,39,279,10.515655471289277,730,95,7.684210526315789,Garbage
image-229,8,832,335,286,381,10.529411764705882,179,16,11.1875,Garbage
image-229,9,630,240,532,403,13,28,196,0.14285714285714285,Garbage
image-229,10,629,592,160,403,11.84375,48,197,0.2436548223350254,Garbage
image-229,11,576,275,220,609,9.865763546798028,305,44,6.931818181818182,Garbage
image-229,12,554,240,531,656,14.5,29,19,1.5263157894736843,Garbage
image-229,13,554,594,180,656,13,26,19,1.368421052631579,Garbage
image-229,14,527,337,285,686,10.470588235294118,178,16,11.125,Garbage
image-229,15,350,238,535,707,12.642857142857142,27,172,0.1569767441860465,Garbage
image-229,16,376,592,163,707,11.541666666666666,45,146,0.3082191780821918,Garbage
image-229,17,352,594,183,859,11.5,23,18,1.2777777777777777,Garbage
image-229,18,323,271,218,888,10.366666666666667,311,18,17.27777777777778,Garbage
image-229,19,299,388,346,914,9.428571428571429,66,16,4.125,Garbage
image-229,20,193,25,43,943,10.665286541911728,732,93,7.870967741935484,Comment
image-229,21,70,236,536,1061,12.625,28,98,0.2857142857142857,Garbage
image-229,22,48,238,538,1162,12,24,19,1.263157894736842,Garbage
image-229,23,162,333,287,1050,10.588235294117649,180,17,10.588235294117647,Garbage
image-229,24,123,591,181,1062,12.75,28,44,0.6363636363636364,Garbage
image-229,25,46,592,168,1113,11.833333333333334,40,70,0.5714285714285714,Garbage
image-230,0,1165,275,257,44,10.72,268,20,13.4,Garbage
image-230,1,1171,743,27,41,10,30,17,1.7647058823529411,Garbage
image-230,2,1058,253,519,103,13,28,68,0.4117647058823529,Garbage
image-230,3,1109,608,151,101,10.25,41,19,2.1578947368421053,Garbage
image-230,4,1084,610,167,125,11.5,23,20,1.15,Garbage
image-230,5,1058,608,147,150,11.25,45,21,2.142857142857143,Garbage
image-230,6,1026,288,201,186,10.03225806451613,311,17,18.294117647058822,Garbage
image-230,7,1000,406,328,211,9.428571428571429,66,18,3.6666666666666665,Garbage
image-230,8,909,52,27,250,10.444187336770456,721,70,10.3,Comment
image-230,9,870,349,271,342,10.588235294117649,180,17,10.588235294117647,Garbage
image-230,10,821,252,520,366,13.5,28,42,0.6666666666666666,Garbage
image-230,11,668,252,520,417,12.75,28,144,0.19444444444444445,Garbage
image-230,12,668,607,165,364,12.3125,28,197,0.14213197969543148,Garbage
image-230,13,612,272,192,576,9.674242424242424,336,41,8.195121951219512,Garbage
image-230,14,511,252,519,623,14,29,95,0.30526315789473685,Garbage
image-230,15,586,607,167,623,13,26,20,1.3,Garbage
image-230,16,562,608,151,648,10.25,41,19,2.1578947368421053,Garbage
image-230,17,511,608,168,674,11.5,24,44,0.5454545454545454,Garbage
image-230,18,480,288,207,733,10.166666666666666,305,16,19.0625,Garbage
image-230,19,453,400,334,758,9.428571428571429,66,18,3.6666666666666665,Garbage
image-230,20,414,87,32,798,10.318181818181818,681,17,40.05882352941177,Garbage
image-230,21,389,46,535,825,10.428571428571429,219,15,14.6,Garbage
image-230,22,339,277,199,872,10.451612903225806,324,18,18,Garbage
image-230,23,284,252,525,903,11.25,23,42,0.5476190476190477,Garbage
image-230,24,257,252,524,953,12,24,19,1.263157894736842,Garbage
image-230,25,298,606,36,903,11.52777777777778,158,28,5.642857142857143,Garbage
image-230,26,257,605,166,926,13.75,29,46,0.6304347826086957,Garbage
image-230,27,274,683,69,943,9.6,48,12,4,Garbage
image-230,28,198,309,230,990,10.14423076923077,261,41,6.365853658536586,Garbage
image-230,29,168,251,522,1042,13.5,27,19,1.4210526315789473,Garbage
image-230,30,166,606,44,1045,12.5,150,18,8.333333333333334,Paragraph
image-230,31,139,634,43,1076,10.25,123,14,8.785714285714286,Garbage
image-230,32,115,644,61,1101,10.555555555555555,95,13,7.3076923076923075,Garbage
image-230,33,91,250,524,1118,13,26,20,1.3,Garbage
image-230,34,89,611,28,1121,11.5,161,19,8.473684210526315,Garbage
image-230,35,63,670,57,1151,10.428571428571429,73,15,4.866666666666666,Garbage
image-230,36,39,675,73,1177,10.4,52,13,4,Comment
image-231,0,1170,37,731,40,10.666666666666666,32,19,1.6842105263157894,Garbage
image-231,1,1168,120,122,43,11.16,558,18,31,Garbage
image-231,2,930,246,524,102,13.0625,30,197,0.15228426395939088,Garbage
image-231,3,931,603,154,102,11.53125,43,196,0.2193877551020408,Garbage
image-231,4,904,285,210,309,10.166666666666666,305,16,19.0625,Garbage
image-231,5,878,398,336,335,9.428571428571429,66,16,4.125,Garbage
image-231,6,782,36,37,378,10.706457790413014,727,69,10.53623188405797,Garbage
image-231,7,737,341,279,474,10.588235294117649,180,18,10,Garbage
image-231,8,714,246,527,497,13.5,27,18,1.5,Garbage
image-231,9,713,599,173,497,14,28,19,1.4736842105263157,Garbage
image-231,10,512,246,527,522,12.3125,27,195,0.13846153846153847,Garbage
image-231,11,511,599,155,521,12.5,46,197,0.233502538071066,Garbage
image-231,12,479,279,210,733,10.03225806451613,311,17,18.294117647058822,Garbage
image-231,13,453,400,338,760,8.857142857142858,62,16,3.875,Garbage
image-231,14,387,37,37,798,10.660455486542444,726,44,16.5,Garbage
image-231,15,363,37,621,849,10.923076923076923,142,17,8.352941176470589,Garbage
image-231,16,324,245,530,885,12.5,25,20,1.25,Garbage
image-231,17,323,599,175,886,13,26,20,1.3,Garbage
image-231,18,291,340,278,920,10.705882352941176,182,18,10.11111111111111,Garbage
image-231,19,117,243,529,942,12.071428571428571,28,170,0.16470588235294117,Garbage
image-231,20,65,243,532,1121,12,25,43,0.5813953488372093,Garbage
image-231,21,40,244,530,1170,13,26,19,1.368421052631579,Garbage
image-231,22,90,598,157,943,12.03125,45,196,0.22959183673469388,Garbage
image-231,23,40,599,176,1145,12.5,25,44,0.5681818181818182,Garbage
image-232,0,1166,269,263,44,10.72,268,19,14.105263157894736,Garbage
image-232,1,1170,735,31,42,11.333333333333334,34,17,2,Garbage
image-232,2,1108,281,215,105,10.133333333333333,304,16,19,Garbage
image-232,3,1083,356,294,132,10,150,14,10.714285714285714,Garbage
image-232,4,1025,245,527,159,13.75,28,45,0.6222222222222222,Garbage
image-232,5,1023,599,172,159,12.25,29,47,0.6170212765957447,Garbage
image-232,6,1002,246,529,209,12.5,25,18,1.3888888888888888,Garbage
image-232,7,1003,600,174,207,13,26,19,1.368421052631579,Garbage
image-232,8,965,280,209,249,10.03225806451613,311,15,20.733333333333334,Garbage
image-232,9,939,396,338,273,9.428571428571429,66,17,3.8823529411764706,Garbage
image-232,10,871,37,37,313,10.643629807692308,726,45,16.133333333333333,Garbage
image-232,11,829,242,532,382,13,26,18,1.4444444444444444,Garbage
image-232,12,830,600,40,381,11.428571428571429,160,18,8.88888888888889,Garbage
image-232,13,804,673,76,411,10.2,51,14,3.642857142857143,Garbage
image-232,14,767,335,280,444,10.882352941176473,185,18,10.277777777777779,Garbage
image-232,15,738,240,532,471,14,28,20,1.4,Garbage
image-232,16,714,600,43,472,11.007142857142856,157,43,3.6511627906976742,Garbage
image-232,17,677,279,222,536,10.310344827586206,299,16,18.6875,Garbage
image-232,18,651,312,258,563,10.454545454545457,230,15,15.333333333333334,Garbage
image-232,19,621,242,532,589,13,26,19,1.368421052631579,Garbage
image-232,20,596,599,58,589,11.358333333333334,143,44,3.25,Garbage
image-232,21,570,242,530,640,14,28,19,1.4736842105263157,Garbage
image-232,22,520,603,41,640,10.657142857142857,156,69,2.260869565217391,Garbage
image-232,23,262,239,531,722,12.55,30,245,0.12244897959183673,Garbage
image-232,24,462,596,161,721,11.875,43,46,0.9347826086956522,Garbage
image-232,25,262,593,161,770,12.53125,46,197,0.233502538071066,Garbage
image-232,26,225,274,218,986,10.266666666666667,308,18,17.11111111111111,Garbage
image-232,27,199,382,333,1012,9.444444444444445,85,18,4.722222222222222,Garbage
image-232,28,122,34,41,1063,10.792307692307691,725,44,16.477272727272727,Comment
image-232,29,98,36,672,1116,10.22222222222222,92,15,6.133333333333334,Comment
image-232,30,64,238,536,1146,13,26,19,1.368421052631579,Garbage
image-232,31,63,593,180,1146,13.5,27,20,1.35,Garbage
image-232,32,36,331,287,1176,10.705882352941176,182,17,10.705882352941176,Comment
image-233,0,1172,34,733,38,11,33,19,1.736842105263158,Garbage
image-233,1,1169,119,123,42,10.528301886792454,558,18,31,Garbage
image-233,2,908,245,525,98,12.61111111111111,30,223,0.13452914798206278,Garbage
image-233,3,983,601,158,102,11.791666666666666,41,144,0.2847222222222222,Garbage
image-233,4,959,601,173,251,13,26,19,1.368421052631579,Garbage
image-233,5,909,602,172,278,12.5,26,42,0.6190476190476191,Garbage
image-233,6,876,280,209,336,10.03225806451613,311,17,18.294117647058822,Garbage
image-233,7,850,390,328,360,9.11111111111111,82,19,4.315789473684211,Garbage
image-233,8,773,36,36,413,10.594871794871796,728,43,16.930232558139537,Garbage
image-233,9,725,247,527,486,13,26,18,1.4444444444444444,Garbage
image-233,10,726,599,176,486,12.5,25,17,1.4705882352941178,Garbage
image-233,11,693,343,279,519,10.470588235294118,178,17,10.470588235294118,Garbage
image-233,12,466,245,525,541,13.166666666666666,30,222,0.13513513513513514,Garbage
image-233,13,466,600,156,542,12.194444444444445,44,221,0.19909502262443438,Garbage
image-233,14,435,286,215,777,9.966666666666669,299,17,17.58823529411765,Garbage
image-233,15,409,349,284,805,10.4375,167,15,11.133333333333333,Garbage
image-233,16,255,247,526,831,12.5,27,143,0.1888111888111888,Garbage
image-233,17,379,600,174,831,13,26,19,1.368421052631579,Garbage
image-233,18,329,599,157,852,12.125,44,48,0.9166666666666666,Garbage
image-233,19,305,605,175,906,10,20,18,1.1111111111111112,Garbage
image-233,20,254,604,172,934,11.5,24,41,0.5853658536585366,Garbage
image-233,21,223,280,210,990,10.333333333333334,310,16,19.375,Garbage
image-233,22,196,392,321,1014,9.666666666666666,87,19,4.578947368421052,Garbage
image-233,23,131,36,38,1055,10.678571428571429,726,43,16.88372093023256,Comment
image-233,24,99,249,526,1114,12.5,25,16,1.5625,Garbage
image-233,25,72,605,54,1114,10.975,141,43,3.2790697674418605,Garbage
image-233,26,40,343,274,1172,10.764705882352942,183,17,10.764705882352942,Comment
image-234,0,1169,258,274,42,10.72,268,18,14.88888888888889,Garbage
image-234,1,1171,722,45,39,11,33,19,1.736842105263158,Garbage
image-234,2,1111,237,539,98,12,24,20,1.2,Garbage
image-234,3,1111,597,60,99,11.916666666666666,143,19,7.526315789473684,Garbage
image-234,4,1086,661,91,129,9.6,48,14,3.4285714285714284,Garbage
image-234,5,1061,237,539,150,12,24,18,1.3333333333333333,Garbage
image-234,6,1059,593,57,150,11.538461538461538,150,20,7.5,Garbage
image-234,7,1034,631,71,182,10.88888888888889,98,13,7.538461538461538,Garbage
image-234,8,1010,238,537,200,12.5,25,19,1.3157894736842106,Garbage
image-234,9,1008,594,39,201,11.928571428571429,167,20,8.35,Garbage
image-234,10,959,655,69,232,10.528571428571428,76,38,2,Garbage
image-234,11,908,235,537,277,13.5,28,44,0.6363636363636364,Garbage
image-234,12,908,591,183,277,12.75,26,44,0.5909090909090909,Garbage
image-234,13,882,272,220,332,9.935483870967742,308,15,20.533333333333335,Garbage
image-234,14,854,380,338,356,9.11111111111111,82,19,4.315789473684211,Garbage
image-234,15,820,69,45,391,10.553846153846154,686,18,38.111111111111114,Garbage
image-234,16,796,28,555,417,10.85,217,16,13.5625,Garbage
image-234,17,762,237,539,449,12,24,18,1.3333333333333333,Garbage
image-234,18,761,595,57,449,11.384615384615383,148,19,7.7894736842105265,Garbage
